accession,full_id,description,length,gc_content,n_fraction,label,species,genus
PV717394,PV717394.1,"PV717394.1 Dengue virus type 3 isolate MAG_066 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10560,0.4639204545454545,0.0088068181818181,ARB,Dengue virus 3,Flavivirus
PV717393,PV717393.1,"PV717393.1 Dengue virus type 3 isolate TUD_041 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10560,0.4668560606060606,0.0,ARB,Dengue virus 3,Flavivirus
PV717392,PV717392.1,"PV717392.1 Dengue virus type 2 isolate TUD_051 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4593301435406698,0.0,ARB,Dengue virus 2,Flavivirus
PV717391,PV717391.1,"PV717391.1 Dengue virus type 2 isolate TUD_050 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10615,0.4589731512011304,0.0,ARB,Dengue virus 2,Flavivirus
PV717390,PV717390.1,"PV717390.1 Dengue virus type 2 isolate TUD_036 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4600806829908997,0.0,ARB,Dengue virus 2,Flavivirus
PV717389,PV717389.1,"PV717389.1 Dengue virus type 2 isolate SLT_046 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4595177784032273,0.0,ARB,Dengue virus 2,Flavivirus
PV717388,PV717388.1,"PV717388.1 Dengue virus type 2 isolate SLT_041 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4595177784032273,0.0,ARB,Dengue virus 2,Flavivirus
PV717387,PV717387.1,"PV717387.1 Dengue virus type 2 isolate MLA_067 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4597992306970635,0.0,ARB,Dengue virus 2,Flavivirus
PV717385,PV717385.1,"PV717385.1 Dengue virus type 2 isolate MLA_040 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4592363261093911,0.0,ARB,Dengue virus 2,Flavivirus
PV717384,PV717384.1,"PV717384.1 Dengue virus type 2 isolate MLA_039 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4553898114269631,0.0095693779904306,ARB,Dengue virus 2,Flavivirus
PV717383,PV717383.1,"PV717383.1 Dengue virus type 2 isolate MLA_014 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4597054132657848,0.0,ARB,Dengue virus 2,Flavivirus
PV717381,PV717381.1,"PV717381.1 Dengue virus type 2 isolate RR175005 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4603621352847359,0.0,ARB,Dengue virus 2,Flavivirus
PV717380,PV717380.1,"PV717380.1 Dengue virus type 2 isolate MSA_0050124 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10659,0.4593301435406698,0.0,ARB,Dengue virus 2,Flavivirus
PV717379,PV717379.1,"PV717379.1 Dengue virus type 2 isolate MSA_0110124 polyprotein (POLY) gene, complete cds",10176,0.4586281446540881,0.0,ARB,Dengue virus 2,Flavivirus
PV717377,PV717377.1,"PV717377.1 Dengue virus type 1 isolate RR176_0460222 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10660,0.4664165103189493,0.0,ARB,Dengue virus 1,Flavivirus
PV717376,PV717376.1,"PV717376.1 Dengue virus type 1 isolate RR176_0430222 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4666729164713603,0.0,ARB,Dengue virus 1,Flavivirus
PV717375,PV717375.1,"PV717375.1 Dengue virus type 1 isolate RR176_0380222 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4666729164713603,0.0,ARB,Dengue virus 1,Flavivirus
PV717374,PV717374.1,"PV717374.1 Dengue virus type 1 isolate RR176_0270222 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4667666635417643,0.0,ARB,Dengue virus 1,Flavivirus
PV717372,PV717372.1,"PV717372.1 Dengue virus type 1 isolate RR176_0110222 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4669541576825724,0.0,ARB,Dengue virus 1,Flavivirus
PV717371,PV717371.1,"PV717371.1 Dengue virus type 1 isolate MIK_017 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10655,0.4667292351008916,0.0,ARB,Dengue virus 1,Flavivirus
PV717370,PV717370.1,"PV717370.1 Dengue virus type 1 isolate MIK_004 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4669541576825724,0.0,ARB,Dengue virus 1,Flavivirus
PV717369,PV717369.1,"PV717369.1 Dengue virus type 1 isolate MLA_033 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10645,0.466416157820573,0.0,ARB,Dengue virus 1,Flavivirus
PV717367,PV717367.1,"PV717367.1 Dengue virus type 1 isolate MAG_067 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10615,0.4656617993405558,0.0023551577955723,ARB,Dengue virus 1,Flavivirus
PV717365,PV717365.1,"PV717365.1 Dengue virus type 1 isolate SLT_048 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10580,0.466351606805293,0.0,ARB,Dengue virus 1,Flavivirus
PV717364,PV717364.1,"PV717364.1 Dengue virus type 1 isolate MIK_020 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10651,0.4664350765186367,0.0,ARB,Dengue virus 1,Flavivirus
PV717363,PV717363.1,"PV717363.1 Dengue virus type 1 isolate MIK_010 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4660166869785319,0.0,ARB,Dengue virus 1,Flavivirus
PV717362,PV717362.1,"PV717362.1 Dengue virus type 1 isolate LIK_055 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10653,0.4665352482868675,0.0,ARB,Dengue virus 1,Flavivirus
PV717361,PV717361.1,"PV717361.1 Dengue virus type 1 isolate RR175004 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4665791694009562,0.0,ARB,Dengue virus 1,Flavivirus
PV717360,PV717360.1,"PV717360.1 Dengue virus type 1 isolate RR175025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4675166401049967,0.0,ARB,Dengue virus 1,Flavivirus
PV717359,PV717359.1,"PV717359.1 Dengue virus type 1 isolate RR175008 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10667,0.4666729164713603,0.0,ARB,Dengue virus 1,Flavivirus
PV717358,PV717358.1,"PV717358.1 Dengue virus type 1 isolate TUM_F17 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10653,0.4671923401858631,0.0,ARB,Dengue virus 1,Flavivirus
PV687493,PV687493.1,"PV687493.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0498 polyprotein (POLY) gene, complete cds",10179,0.4637980155221534,0.0,ARB,Dengue virus 1,Flavivirus
PV687492,PV687492.1,"PV687492.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0329 polyprotein (POLY) gene, complete cds",10179,0.4637980155221534,0.0,ARB,Dengue virus 1,Flavivirus
PV687491,PV687491.1,"PV687491.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0342 polyprotein (POLY) gene, complete cds",10179,0.4639944984772571,0.0,ARB,Dengue virus 1,Flavivirus
PV687490,PV687490.1,"PV687490.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0422 polyprotein (POLY) gene, complete cds",10179,0.4636997740446016,9.824147755182238e-05,ARB,Dengue virus 1,Flavivirus
PV687489,PV687489.1,"PV687489.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0469 polyprotein (POLY) gene, complete cds",10179,0.4636015325670498,0.0,ARB,Dengue virus 1,Flavivirus
PV687488,PV687488.1,"PV687488.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0407 polyprotein (POLY) gene, complete cds",10179,0.4638962569997052,0.0,ARB,Dengue virus 1,Flavivirus
PV687486,PV687486.1,"PV687486.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0494 polyprotein (POLY) gene, complete cds",10179,0.463503291089498,0.0,ARB,Dengue virus 1,Flavivirus
PV687485,PV687485.1,"PV687485.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0510 polyprotein (POLY) gene, complete cds",10179,0.4636015325670498,0.0,ARB,Dengue virus 1,Flavivirus
PV687484,PV687484.1,"PV687484.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0351 polyprotein (POLY) gene, complete cds",10179,0.4639944984772571,0.0001964829551036,ARB,Dengue virus 1,Flavivirus
PV687483,PV687483.1,"PV687483.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0364 polyprotein (POLY) gene, complete cds",10180,0.4643418467583497,9.823182711198428e-05,ARB,Dengue virus 1,Flavivirus
PV687482,PV687482.1,"PV687482.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0337 polyprotein (POLY) gene, complete cds",10179,0.4637980155221534,9.824147755182238e-05,ARB,Dengue virus 1,Flavivirus
PV687481,PV687481.1,"PV687481.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0355 polyprotein (POLY) gene, complete cds",10180,0.4644400785854617,9.823182711198428e-05,ARB,Dengue virus 1,Flavivirus
PV687480,PV687480.1,"PV687480.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0503 polyprotein (POLY) gene, complete cds",10179,0.4639944984772571,0.0,ARB,Dengue virus 1,Flavivirus
PV687479,PV687479.1,"PV687479.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0546 polyprotein (POLY) gene, complete cds",10179,0.4638962569997052,0.0,ARB,Dengue virus 1,Flavivirus
PV687478,PV687478.1,"PV687478.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0318 polyprotein (POLY) gene, complete cds",10179,0.4640927399548089,0.0,ARB,Dengue virus 1,Flavivirus
PV687476,PV687476.1,"PV687476.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0315 polyprotein (POLY) gene, complete cds",10179,0.4636015325670498,0.0,ARB,Dengue virus 1,Flavivirus
PV687475,PV687475.1,"PV687475.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0466 polyprotein (POLY) gene, complete cds",10179,0.4638962569997052,0.0,ARB,Dengue virus 1,Flavivirus
PV687474,PV687474.1,"PV687474.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0387 polyprotein (POLY) gene, complete cds",10179,0.4636997740446016,9.824147755182238e-05,ARB,Dengue virus 1,Flavivirus
PV687473,PV687473.1,"PV687473.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0302 polyprotein (POLY) gene, complete cds",10179,0.4637980155221534,0.0,ARB,Dengue virus 1,Flavivirus
PV687472,PV687472.1,"PV687472.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0568 polyprotein (POLY) gene, complete cds",10179,0.4638962569997052,0.0,ARB,Dengue virus 1,Flavivirus
PV687471,PV687471.1,"PV687471.1 Dengue virus type 1 isolate DENV1_Reunion_2021_R04-0374 polyprotein (POLY) gene, complete cds",10179,0.4633068081343943,0.0,ARB,Dengue virus 1,Flavivirus
PV571664,PV571664.1,"PV571664.1 Dengue virus type 1 isolate SCDen24-44 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10577,0.4651602533799754,0.0,ARB,Dengue virus 1,Flavivirus
PV571663,PV571663.1,"PV571663.1 Dengue virus type 1 isolate SCDen24-93 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10504,0.4653465346534653,0.0013328255902513,ARB,Dengue virus 1,Flavivirus
PV571662,PV571662.1,"PV571662.1 Dengue virus type 1 isolate SCDen24-92 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10583,0.4662194084853066,0.0,ARB,Dengue virus 1,Flavivirus
PV571661,PV571661.1,"PV571661.1 Dengue virus type 1 isolate SCDen24-91 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10587,0.4655709832813828,0.0,ARB,Dengue virus 1,Flavivirus
PV571660,PV571660.1,"PV571660.1 Dengue virus type 1 isolate SCDen24-88 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10507,0.4632149995241267,0.0,ARB,Dengue virus 1,Flavivirus
PV571659,PV571659.1,"PV571659.1 Dengue virus type 4 isolate SCDen24-87 polyprotein (POLY) gene, complete cds; and sfRNA2 lncRNA gene, partial sequence",10544,0.4735394537177542,0.0,ARB,Dengue virus 4,Flavivirus
PV571658,PV571658.1,"PV571658.1 Dengue virus type 1 isolate SCDen24-83 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10574,0.4652922262152449,0.0,ARB,Dengue virus 1,Flavivirus
PV571657,PV571657.1,"PV571657.1 Dengue virus type 1 isolate SCDen24-82 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10588,0.4652436720816018,0.0,ARB,Dengue virus 1,Flavivirus
PV571656,PV571656.1,"PV571656.1 Dengue virus type 1 isolate SCDen24-80 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10576,0.465393343419062,0.0,ARB,Dengue virus 1,Flavivirus
PV571655,PV571655.1,"PV571655.1 Dengue virus type 3 isolate SCDen24-78 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10483,0.4630353906324525,0.0,ARB,Dengue virus 3,Flavivirus
PV571654,PV571654.1,"PV571654.1 Dengue virus type 1 isolate SCDen24-72 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10508,0.4640274076893795,0.0004758279406166,ARB,Dengue virus 1,Flavivirus
PV571653,PV571653.1,"PV571653.1 Dengue virus type 1 isolate SCDen24-68 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10671,0.466029425545872,0.0,ARB,Dengue virus 1,Flavivirus
PV571652,PV571652.1,"PV571652.1 Dengue virus type 1 isolate SCDen24-67 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10589,0.4652941731986023,0.0,ARB,Dengue virus 1,Flavivirus
PV571651,PV571651.1,"PV571651.1 Dengue virus type 2 isolate SCDen24-66 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.4560721062618595,0.0,ARB,Dengue virus 2,Flavivirus
PV571650,PV571650.1,"PV571650.1 Dengue virus type 1 isolate SCDen24-64 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10508,0.4640274076893795,0.0,ARB,Dengue virus 1,Flavivirus
PV571649,PV571649.1,"PV571649.1 Dengue virus type 1 isolate SCDen24-61 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10588,0.4659047978843974,0.0,ARB,Dengue virus 1,Flavivirus
PV571648,PV571648.1,"PV571648.1 Dengue virus type 1 isolate SCDen24-59 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10522,0.4645504656909333,0.0,ARB,Dengue virus 1,Flavivirus
PV571647,PV571647.1,"PV571647.1 Dengue virus type 2 isolate SCDen24-58 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10511,0.4581866615926173,0.0,ARB,Dengue virus 2,Flavivirus
PV571646,PV571646.1,"PV571646.1 Dengue virus type 1 isolate SCDen24-52 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10589,0.4651997355746529,0.0,ARB,Dengue virus 1,Flavivirus
PV571645,PV571645.1,"PV571645.1 Dengue virus type 1 isolate SCDen24-49 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10581,0.4651734240619979,0.0,ARB,Dengue virus 1,Flavivirus
PV571644,PV571644.1,"PV571644.1 Dengue virus type 2 isolate SCDen24-46 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.4570208728652751,0.0,ARB,Dengue virus 2,Flavivirus
PV571643,PV571643.1,"PV571643.1 Dengue virus type 3 isolate SCDen24-41 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10469,0.4631769987582386,0.0,ARB,Dengue virus 3,Flavivirus
PV571642,PV571642.1,"PV571642.1 Dengue virus type 2 isolate SCDen24-40 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.455977229601518,0.0,ARB,Dengue virus 2,Flavivirus
PV571640,PV571640.1,"PV571640.1 Dengue virus type 2 isolate SCDen24-37 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10544,0.4612101669195751,0.0,ARB,Dengue virus 2,Flavivirus
PV571639,PV571639.1,"PV571639.1 Dengue virus type 1 isolate SCDen24-28 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10587,0.4653820723528856,0.0,ARB,Dengue virus 1,Flavivirus
PV571638,PV571638.1,"PV571638.1 Dengue virus type 2 isolate SCDen24-27 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10541,0.4549852955127597,0.0056920595768902,ARB,Dengue virus 2,Flavivirus
PV571637,PV571637.1,"PV571637.1 Dengue virus type 1 isolate SCDen24-25 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10588,0.4655270117113713,0.0,ARB,Dengue virus 1,Flavivirus
PV571636,PV571636.1,"PV571636.1 Dengue virus type 1 isolate SCDen24-24 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10504,0.4615384615384615,0.0084729626808834,ARB,Dengue virus 1,Flavivirus
PV571635,PV571635.1,"PV571635.1 Dengue virus type 2 isolate SCDen24-23 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.4570208728652751,0.0,ARB,Dengue virus 2,Flavivirus
PV571634,PV571634.1,"PV571634.1 Dengue virus type 1 isolate SCDen24-22 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10565,0.4655939422621865,0.0,ARB,Dengue virus 1,Flavivirus
PV571633,PV571633.1,"PV571633.1 Dengue virus type 1 isolate SCDen24-20 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10509,0.4658863831001998,0.0001903130649919,ARB,Dengue virus 1,Flavivirus
PV571632,PV571632.1,"PV571632.1 Dengue virus type 1 isolate SCDen24-18 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10583,0.4651800056694699,0.0,ARB,Dengue virus 1,Flavivirus
PV571630,PV571630.1,"PV571630.1 Dengue virus type 2 isolate SCDen24-16 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.459392789373814,0.0,ARB,Dengue virus 2,Flavivirus
PV571629,PV571629.1,"PV571629.1 Dengue virus type 2 isolate SCDen24-15 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.4586337760910816,0.0,ARB,Dengue virus 2,Flavivirus
PV571628,PV571628.1,"PV571628.1 Dengue virus type 1 isolate SCDen24-14 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10576,0.4654878971255673,0.0,ARB,Dengue virus 1,Flavivirus
PV571627,PV571627.1,"PV571627.1 Dengue virus type 1 isolate SCDen24-13 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10586,0.4651426412242584,0.0,ARB,Dengue virus 1,Flavivirus
PV571626,PV571626.1,"PV571626.1 Dengue virus type 2 isolate SCDen24-12 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.457685009487666,0.0,ARB,Dengue virus 2,Flavivirus
PV571625,PV571625.1,"PV571625.1 Dengue virus type 1 isolate SCDen24-11 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10508,0.4640274076893795,0.0,ARB,Dengue virus 1,Flavivirus
PV571624,PV571624.1,"PV571624.1 Dengue virus type 2 isolate SCDen24-9 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.4583491461100569,0.0,ARB,Dengue virus 2,Flavivirus
PV571623,PV571623.1,"PV571623.1 Dengue virus type 1 isolate SCDen24-6 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10589,0.465483048446501,0.0,ARB,Dengue virus 1,Flavivirus
PV571622,PV571622.1,"PV571622.1 Dengue virus type 2 isolate SCDen24-2 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10540,0.4553130929791271,0.0,ARB,Dengue virus 2,Flavivirus
PV554933,PV554933.1,"PV554933.1 Dengue virus type 2 isolate AIIMSR-DEN-98/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10610,0.4573986804901037,0.0,ARB,Dengue virus 2,Flavivirus
PV554930,PV554930.1,"PV554930.1 Dengue virus type 3 isolate AIIMSR-DEN-89/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10493,0.4656437625083389,0.0,ARB,Dengue virus 3,Flavivirus
PV554929,PV554929.1,"PV554929.1 Dengue virus type 2 isolate AIIMSR-DEN-88/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10584,0.4559712773998488,0.0,ARB,Dengue virus 2,Flavivirus
PV554928,PV554928.1,"PV554928.1 Dengue virus type 2 isolate AIIMSR-DEN-87/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10620,0.4567796610169491,0.0,ARB,Dengue virus 2,Flavivirus
PV554927,PV554927.1,"PV554927.1 Dengue virus type 2 isolate AIIMSR-DEN-86/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10624,0.4584902108433735,0.0,ARB,Dengue virus 2,Flavivirus
PV554925,PV554925.1,"PV554925.1 Dengue virus type 3 isolate AIIMSR-DEN-70/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10482,0.4655600076321313,0.0,ARB,Dengue virus 3,Flavivirus
PV554924,PV554924.1,"PV554924.1 Dengue virus type 3 isolate AIIMSR-DEN-69/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10561,0.4668118549379793,0.0,ARB,Dengue virus 3,Flavivirus
PV554923,PV554923.1,"PV554923.1 Dengue virus type 1 isolate AIIMSR-DEN-66/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10506,0.4672568056348753,0.0,ARB,Dengue virus 1,Flavivirus
PV554920,PV554920.1,"PV554920.1 Dengue virus type 2 isolate AIIMSR-DEN-56/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10488,0.4557589626239511,0.0,ARB,Dengue virus 2,Flavivirus
PV554918,PV554918.1,"PV554918.1 Dengue virus type 2 isolate AIIMSR-DEN-41/2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10512,0.4586187214611872,0.0,ARB,Dengue virus 2,Flavivirus
PQ119856,PQ119856.1,"PQ119856.1 Dengue virus type 3 isolate QLD_12384S_2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10626,0.4680030114812723,0.0,ARB,Dengue virus 3,Flavivirus
PQ119855,PQ119855.1,"PQ119855.1 Dengue virus type 3 isolate QLD_11575S_2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10575,0.4678959810874704,0.0,ARB,Dengue virus 3,Flavivirus
PV474420,PV474420.1,"PV474420.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-021/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10288,0.4622861586314152,0.0034020217729393,ARB,Dengue virus 3,Flavivirus
PV474419,PV474419.1,"PV474419.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-020/2023, complete genome",10707,0.4681049780517418,0.0,ARB,Dengue virus 3,Flavivirus
PV474418,PV474418.1,"PV474418.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-012/2023, complete genome",10707,0.4683851685813019,0.0,ARB,Dengue virus 3,Flavivirus
PV474417,PV474417.1,"PV474417.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-017/2023, complete genome",10707,0.4688521527972354,0.0,ARB,Dengue virus 3,Flavivirus
PV474416,PV474416.1,"PV474416.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-015/2023 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10668,0.4676602924634421,0.0006561679790026,ARB,Dengue virus 3,Flavivirus
PV474414,PV474414.1,"PV474414.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-009/2023, complete genome",10707,0.4683851685813019,0.0,ARB,Dengue virus 3,Flavivirus
PV474413,PV474413.1,"PV474413.1 Dengue virus type 3 isolate DENV3/MLI/BKO-UCRC-001/2023, complete genome",10707,0.4683851685813019,0.0,ARB,Dengue virus 3,Flavivirus
PP626442,PP626442.1,"PP626442.1 Dengue virus type 1 isolate CX88KKRS22 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10634,0.4674628549934173,0.0,ARB,Dengue virus 1,Flavivirus
PP626441,PP626441.1,"PP626441.1 Dengue virus type 1 isolate CX52VSP22 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10599,0.4667421454854231,0.0,ARB,Dengue virus 1,Flavivirus
PQ220320,PQ220320.1,"PQ220320.1 MAG: West Nile virus isolate VN6307CPR1R, complete genome",10704,0.5084080717488789,0.0006539611360239,ARB,West Nile virus,Flavivirus
PQ220319,PQ220319.1,"PQ220319.1 MAG: West Nile virus isolate VN6477CPR1R, complete genome",10787,0.5086678409196255,0.0005562250857513,ARB,West Nile virus,Flavivirus
PX725467,PX725467.1,"PX725467.1 West Nile virus 2 isolate HERAKLION001 polyprotein (POLY) gene, complete cds",10960,0.502007299270073,0.0096715328467153,ARB,West Nile virus,Flavivirus
OZ374058,OZ374058.1,"OZ374058.1 West Nile virus isolate 03-2025_SCDC genome assembly, complete genome: monopartite",11001,0.5089537314789565,0.0,ARB,West Nile virus,Flavivirus
OZ374057,OZ374057.1,"OZ374057.1 West Nile virus isolate 02-2025_SCDC genome assembly, complete genome: monopartite",11022,0.5091634911994194,0.0,ARB,West Nile virus,Flavivirus
OZ372090,OZ372090.1,"OZ372090.1 West Nile virus isolate 84593-1-0|2025-10-04 genome assembly, complete genome: monopartite",10302,0.50951271597748,0.0,ARB,West Nile virus,Flavivirus
OZ372089,OZ372089.1,"OZ372089.1 West Nile virus isolate EMA-374-Cx15|2025-08-18 genome assembly, complete genome: monopartite",10302,0.5102892642205397,0.0,ARB,West Nile virus,Flavivirus
OZ372088,OZ372088.1,"OZ372088.1 West Nile virus isolate EMA-521-Cx38|2025-09-12 genome assembly, complete genome: monopartite",10302,0.5101921956901573,0.0,ARB,West Nile virus,Flavivirus
